Propriedade,Tags,Responsável,Projeto,Status,Prioridade,Prazo,Agrupando Por :,Tarefa principal,Descrição
Por Placa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Retorno sobre Investimento (Tarefas%2035631d51a2bd48b992678042ebb44814/Retorno%20sobre%20Investimento%2021323dc146734d2f88d44afd07054ba3.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Precisão no Rateio (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Precisa%CC%83o%20no%20Rateio%20252e099c9cda4f4bbb54a71339f3c1da.csv),
Por Placa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Precisão no Rateio (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Precisa%CC%83o%20no%20Rateio%20252e099c9cda4f4bbb54a71339f3c1da.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Tempo Médio para Rateio (Tarefas%2035631d51a2bd48b992678042ebb44814/Tempo%20Me%CC%81dio%20para%20Rateio%20fb71e82aadf343b0bcf0701e6e019b8d.csv),
Por Placa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Tempo Médio para Rateio (Tarefas%2035631d51a2bd48b992678042ebb44814/Tempo%20Me%CC%81dio%20para%20Rateio%20fb71e82aadf343b0bcf0701e6e019b8d.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Atraso no Rateio (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Atraso%20no%20Rateio%20e78d203857cd465aa420e9225ff7f1a7.csv),
Por Placa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Atraso no Rateio (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Atraso%20no%20Rateio%20e78d203857cd465aa420e9225ff7f1a7.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Valor Médio por Rateio (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Me%CC%81dio%20por%20Rateio%20c6b0cea1d78049ac9e86a0912ab946a3.csv),
Por Placa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Valor Médio por Rateio (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Me%CC%81dio%20por%20Rateio%20c6b0cea1d78049ac9e86a0912ab946a3.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Média de Equipamentos por Rateio (Tarefas%2035631d51a2bd48b992678042ebb44814/Me%CC%81dia%20de%20Equipamentos%20por%20Rateio%200d7712f605ba452581c2ec692cad01c1.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Valor Total de Rateios (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Total%20de%20Rateios%205078509b12564d699da67af1260090d0.csv),
Por Placa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Valor Total de Rateios (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Total%20de%20Rateios%205078509b12564d699da67af1260090d0.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Custo Médio por Ocorrência (Tarefas%2035631d51a2bd48b992678042ebb44814/Custo%20Me%CC%81dio%20por%20Ocorre%CC%82ncia%20efcbb427771845e69ffbde6ea26f4312.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Ocorrências com danos Totais (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocorre%CC%82ncias%20com%20danos%20Totais%20bc1203687c7e4113b56c1940e062ea72.csv),
Por Placa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Ocorrências com danos Totais (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocorre%CC%82ncias%20com%20danos%20Totais%20bc1203687c7e4113b56c1940e062ea72.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Ocorrências com danos Parciais (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocorre%CC%82ncias%20com%20danos%20Parciais%20529d6b54e47141048c60100067447a7f.csv),
Por Placa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Ocorrências com danos Parciais (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocorre%CC%82ncias%20com%20danos%20Parciais%20529d6b54e47141048c60100067447a7f.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Ocorrências com Monta Pequena (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocorre%CC%82ncias%20com%20Monta%20Pequena%201b279b23f1e048c88ace3d531d50f9c8.csv),
Por Placa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Ocorrências com Monta Pequena (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocorre%CC%82ncias%20com%20Monta%20Pequena%201b279b23f1e048c88ace3d531d50f9c8.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Ocorrências com Monta Média (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocorre%CC%82ncias%20com%20Monta%20Me%CC%81dia%204248875cf7a445758355c511be021dcb.csv),
Por Placa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Ocorrências com Monta Média (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocorre%CC%82ncias%20com%20Monta%20Me%CC%81dia%204248875cf7a445758355c511be021dcb.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Ocorrências com Monta Grande (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocorre%CC%82ncias%20com%20Monta%20Grande%20d4d48a8c6ad44315a43887a35aa2f68e.csv),
Por Placa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Ocorrências com Monta Grande (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocorre%CC%82ncias%20com%20Monta%20Grande%20d4d48a8c6ad44315a43887a35aa2f68e.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Ocorrências em Aberto (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocorre%CC%82ncias%20em%20Aberto%206a39614e47004abe9647b39369fd41ac.csv),
Por Placa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Ocorrências em Aberto (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocorre%CC%82ncias%20em%20Aberto%206a39614e47004abe9647b39369fd41ac.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Recuperação por Sistema Antifurto (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Recuperac%CC%A7a%CC%83o%20por%20Sistema%20Antifurto%2076453f9a67ab4e82b0d4f6cafb8e87c2.csv),
Por Placa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Recuperação por Sistema Antifurto (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Recuperac%CC%A7a%CC%83o%20por%20Sistema%20Antifurto%2076453f9a67ab4e82b0d4f6cafb8e87c2.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Valor Total de Ocorrências (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Total%20de%20Ocorre%CC%82ncias%2050514946a8de4b598331fa13ccefbe79.csv),
Por Placa,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Valor Total de Ocorrências (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Total%20de%20Ocorre%CC%82ncias%2050514946a8de4b598331fa13ccefbe79.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Valor Total de Equipamentos (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Total%20de%20Equipamentos%20d68727e499cb46d9a334ba09910b57ee.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Total de Equipamentos no Período (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20de%20Equipamentos%20no%20Peri%CC%81odo%2007237a068e6943dab663696a09f1f21a.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Equipamentos Sem Rateio (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Equipamentos%20Sem%20Rateio%20144243c9429f4b338341402b6f2b6b23.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Equipamentos Sem Mensalidade (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Equipamentos%20Sem%20Mensalidade%20fb1e194251104bf0930f449727d7c2b2.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Equipamentos sem Rateio Antifurto (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Equipamentos%20sem%20Rateio%20Antifurto%200ef08def455c43e685c8859c43eb8a08.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Equipamentos com Boleto Gerado (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Equipamentos%20com%20Boleto%20Gerado%20fbf5cb3fde4944c3a8d965641b014ea3.csv),
Por Associado,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Equipamentos sem Contribuição (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Equipamentos%20sem%20Contribuic%CC%A7a%CC%83o%206f1b7f7d7651481c806c5c399eea5015.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Transferidos (Tarefas%2035631d51a2bd48b992678042ebb44814/Transferidos%20971756d4f98341b2bc9a973e52570eac.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Transferidos (Tarefas%2035631d51a2bd48b992678042ebb44814/Transferidos%20971756d4f98341b2bc9a973e52570eac.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Sem Setor (Tarefas%2035631d51a2bd48b992678042ebb44814/Sem%20Setor%20e0897ba9360543f6823c23df68391fd6.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Sem Setor (Tarefas%2035631d51a2bd48b992678042ebb44814/Sem%20Setor%20e0897ba9360543f6823c23df68391fd6.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Em Aberto (Tarefas%2035631d51a2bd48b992678042ebb44814/Em%20Aberto%2030d983917a7d41a1bc2013508595ce91.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Em Aberto (Tarefas%2035631d51a2bd48b992678042ebb44814/Em%20Aberto%2030d983917a7d41a1bc2013508595ce91.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Cancelados (Tarefas%2035631d51a2bd48b992678042ebb44814/Cancelados%20a05b15cf32154dfd96b169fae21704de.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Cancelados (Tarefas%2035631d51a2bd48b992678042ebb44814/Cancelados%20a05b15cf32154dfd96b169fae21704de.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Urgentes (Tarefas%2035631d51a2bd48b992678042ebb44814/Urgentes%20f7c78da316c647aeb672e17731467b12.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Urgentes (Tarefas%2035631d51a2bd48b992678042ebb44814/Urgentes%20f7c78da316c647aeb672e17731467b12.csv),
Setor,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Ocupação (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocupac%CC%A7a%CC%83o%20c12cd596b6e2477389ee05f92bf201ad.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Ocupação (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Ocupac%CC%A7a%CC%83o%20c12cd596b6e2477389ee05f92bf201ad.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Conversão de Propostas (Tarefas%2035631d51a2bd48b992678042ebb44814/Conversa%CC%83o%20de%20Propostas%2099761af2f3234f13ab2a414118e8f074.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Conversão de Propostas (Tarefas%2035631d51a2bd48b992678042ebb44814/Conversa%CC%83o%20de%20Propostas%2099761af2f3234f13ab2a414118e8f074.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Tempo Médio para Fechamento (Tarefas%2035631d51a2bd48b992678042ebb44814/Tempo%20Me%CC%81dio%20para%20Fechamento%2015e058101e574e8dbf979d5260f62bc2.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Tempo Médio para Fechamento (Tarefas%2035631d51a2bd48b992678042ebb44814/Tempo%20Me%CC%81dio%20para%20Fechamento%2015e058101e574e8dbf979d5260f62bc2.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Valor Médio (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Me%CC%81dio%209d809744d38b44dea3e3cdcb64f7f9ef.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Valor Médio (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Me%CC%81dio%209d809744d38b44dea3e3cdcb64f7f9ef.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Taxa de Resposta do Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Resposta%20do%20Cliente%2012dec1afdc9848d2bd32f9180f446091.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Total Desconto (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20Desconto%20982080562442476c916f53ca8907e14a.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Total Desconto (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20Desconto%20982080562442476c916f53ca8907e14a.csv),
Produto/Serviço,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Total Desconto (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20Desconto%20982080562442476c916f53ca8907e14a.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Média de Lucro (Tarefas%2035631d51a2bd48b992678042ebb44814/Me%CC%81dia%20de%20Lucro%205bad1d7bbea44e7b9e0977bac2085354.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Média de Lucro (Tarefas%2035631d51a2bd48b992678042ebb44814/Me%CC%81dia%20de%20Lucro%205bad1d7bbea44e7b9e0977bac2085354.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Recusadas (Tarefas%2035631d51a2bd48b992678042ebb44814/Recusadas%20ba5093fc34be470a9e1859547ad64d8b.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Recusadas (Tarefas%2035631d51a2bd48b992678042ebb44814/Recusadas%20ba5093fc34be470a9e1859547ad64d8b.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Total Frete (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20Frete%202fdea5724ae6498b862c90cffbeaae83.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Total Frete (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20Frete%202fdea5724ae6498b862c90cffbeaae83.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Total Acréscimo (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20Acre%CC%81scimo%209ec629a13c294d3cb2b134ad169c5c70.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Total Acréscimo (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20Acre%CC%81scimo%209ec629a13c294d3cb2b134ad169c5c70.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Volume de Propostas (Tarefas%2035631d51a2bd48b992678042ebb44814/Volume%20de%20Propostas%20c9700018321348bc888bbd03fee00b5e.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Volume de Propostas (Tarefas%2035631d51a2bd48b992678042ebb44814/Volume%20de%20Propostas%20c9700018321348bc888bbd03fee00b5e.csv),
Produto,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Volume de Propostas (Tarefas%2035631d51a2bd48b992678042ebb44814/Volume%20de%20Propostas%20c9700018321348bc888bbd03fee00b5e.csv),
Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Valor Total (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Total%20fa96844f0c0d4eb692bc22cef0315101.csv),
Cliente,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Valor Total (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Total%20fa96844f0c0d4eb692bc22cef0315101.csv),
Produto,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Total Acréscimo (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20Acre%CC%81scimo%209ec629a13c294d3cb2b134ad169c5c70.csv),
Produto,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Total Frete (Tarefas%2035631d51a2bd48b992678042ebb44814/Total%20Frete%202fdea5724ae6498b862c90cffbeaae83.csv),
Produto,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Recusadas (Tarefas%2035631d51a2bd48b992678042ebb44814/Recusadas%20ba5093fc34be470a9e1859547ad64d8b.csv),
Produto,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Média de Lucro (Tarefas%2035631d51a2bd48b992678042ebb44814/Me%CC%81dia%20de%20Lucro%205bad1d7bbea44e7b9e0977bac2085354.csv),
Valor Total de Notas Sem Faturamento,BI,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,"Por Cliente (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Cliente%20b4db59cdf203403f99cbb3d663c54518.csv), Por Funcionário (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Funciona%CC%81rio%2086b5222513ce44de8f908dd1713303ee.csv), Por Serviço (Tarefas%2035631d51a2bd48b992678042ebb44814/Por%20Servic%CC%A7o%2087211596490345d59da79228b191c20f.csv)",Aplicativo NFS-e (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20NFS-e%202f08f32cc2144a5ab50c8d480e6aab9a.csv),Valor Total de Notas Fiscais de Serviço emitidas sem faturamento da Ordem de Serviço.
Por Cliente,,,,Não iniciado,,,,Valor Total de Notas Sem Faturamento (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Total%20de%20Notas%20Sem%20Faturamento%20a810c79ab4794a49a502a8ebfe7e3a9f.csv),
Por Funcionário,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Valor Total de Notas Sem Faturamento (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Total%20de%20Notas%20Sem%20Faturamento%20a810c79ab4794a49a502a8ebfe7e3a9f.csv),
Por Serviço,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Valor Total de Notas Sem Faturamento (Tarefas%2035631d51a2bd48b992678042ebb44814/Valor%20Total%20de%20Notas%20Sem%20Faturamento%20a810c79ab4794a49a502a8ebfe7e3a9f.csv),
testea,,,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,KPI de nível estratégicos (Tarefas%2035631d51a2bd48b992678042ebb44814/KPI%20de%20ni%CC%81vel%20estrate%CC%81gicos%20f1cb4d8d96ba4c16ac31016ce9c2533c.csv),
Valor Total de Notas sem Faturamento,"BI, Revisar",,KPI’s (https://www.notion.so/KPI-s-d82325c7c49b48189ca757318627d788?pvs=21),Não iniciado,,,,Aplicativo NF-e (Tarefas%2035631d51a2bd48b992678042ebb44814/Aplicativo%20NF-e%206408f7e696e44074a7f68d6002bc3c72.csv),
Por Operação,,,,Não iniciado,,,,Taxa de Notas com Acréscimo  (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Notas%20com%20Acre%CC%81scimo%20b5d7f5278c2b402598a0d3984a79930b.csv),
,,,,Não iniciado,,,,,
Por Operação,,,,Não iniciado,,,,Taxa de Notas com Frete (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Notas%20com%20Frete%202251dc4000504a4f8ed5bc961b5438b7.csv),
,,,,Não iniciado,,,,Taxa de Notas com Frete (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Notas%20com%20Frete%202251dc4000504a4f8ed5bc961b5438b7.csv),
Por Operação,,,,Não iniciado,,,,Taxa de Notas sem Faturamento (Tarefas%2035631d51a2bd48b992678042ebb44814/Taxa%20de%20Notas%20sem%20Faturamento%2038946781ca2046dc9df855ca5ce06808.csv),
